00701088,44,W 44 ST,10,Ohio City,0,41,1239,15,14
00701089,4310,APPLE AVE,10,Ohio City,38,26,1014,15,14
00701111,0,W 41 PL,10,Ohio City,29,57,1649,15,14
00701113,2156,W 41 ST,10,Ohio City,30,43,1290,15,14
00702007,2097,44 ST,0, ,30,175,5250,15,0
00702043,4310,BAILEY AVE,10,Ohio City,30,125,3750,15,14
00702050,0,BAILEY AVE,10,Ohio City,45,125,5625,15,14
00702073,0,BAILEY AVE,10,Ohio City,35,128,4480,15,14
00702075,4215,BAILEY AVE,0, ,35,54,1890,15,0
00703022,4307,FENWICK AVE,8,Detroit-Shoreway,43,153,6721,15,14
00703023,4303,FENWICK AVE,0, ,35,151,5285,15,0
00704039,40,W 40 ST,10,Ohio City,23,40,920,15,14
00705022,2100,FULTON RD,0, ,38,105,3990,15,0
00705078,2099,W 38 ST,10,Ohio City,26,53,1367,15,14
00706009,2131,41 ST,10,Ohio City,30,113,3360,15,14
00706041,2304,40 ST,0, ,30,90,2700,15,0
00706061,40,W 40 ST,10,Ohio City,50,73,3650,15,14
00706075,38,W 38 ST,10,Ohio City,30,100,3000,15,14
00706083,38,W 38 ST,10,Ohio City,50,82,4100,15,14
00706084,38,W 38 ST,10,Ohio City,50,80,4000,15,14
00707013,3707,SIAM ST,10,Ohio City,45,106,4791,15,14
00707022,2333,W 38 ST,10,Ohio City,50,104,5200,15,14
00707033,37,W 37 ST,10,Ohio City,35,34,1190,15,14
00707040,3627,BAILEY AVE,10,Ohio City,30,70,2100,15,14
00707041,3629,BAILEY CT,10,Ohio City,30,70,2100,15,14
00707042,36,W 36 ST,10,Ohio City,30,70,2100,15,14
00707080,3702,SIAM AVE,10,Ohio City,26,105,2730,15,14
00707143,2183,W 36 ST,10,Ohio City,30,39,3510,15,14
00708065,2058,W 33 ST,10,Ohio City,33,94,3102,3,14
00708184,3225,CHATHAM AVE,23, ,33,95,4450,3,14
00709034,2178,W 29 ST,10,Ohio City,26,111,2886,3,14
00709154,3114,CHATHAM AVE,10,Ohio City,31,64,1984,3,14
00712035,2828,YORK AVE,10,Ohio City,30,45,1350,3,14
00712037,0,YORK CT,10,Ohio City,29,39,1131,3,14
00712038,2816,YORK AVE,10,Ohio City,30,110,3300,3,14
00712040,2812,YORK AVE,0, ,24,110,2640,3,0
00712048,2283,W 30 ST,10,Ohio City,42,53,2226,3,14
00712055,30,W 30 ST,10,Ohio City,30,82,2460,3,14
00712059,2326,W 30 ST,10,Ohio City,30,140,4200,3,14
00712061,30,W 30 ST,10,Ohio City,30,140,4200,3,14
00712075,30,W 30 ST,10,Ohio City,2,140,280,3,14
00716013,2588,41 ST,0, ,33,169,5577,15,0
00716060,4219,CLOUD,8,Detroit-Shoreway,40,0,5200,15,14
00716062,4209,CLOUD AVE,8,Detroit-Shoreway,40,130,5200,15,14
00716078,3051,W 43 ST,8,Detroit-Shoreway,65,43,2795,15,14
00717002,0,WALWORTH AVE,10,Ohio City,66,0,3116,14,14
00717003,0,WALWORTH AVE,10,Ohio City,105,0,12647,14,14
00717008,0,W 38 ST,0, ,32,150,4800,14,0
00717015,0,W 38 ST,10,Ohio City,50,280,14000,14,14
00717017,2956,W 38 ST,10,Ohio City,38,150,6000,14,14
00717044,4011,LIST CT,10,Ohio City,35,110,3850,14,14
00717049,4016,LIST CT,10,Ohio City,30,91,2730,14,14
00718057,3726,SEYMOUR AVE,0, ,50,132,6600,14,0
00719109,0,WADE AVE,10,Ohio City,30,45,1350,14,14
00720062,0,WALTON AVE,0, ,30,180,5400,14,0
00720064,3610,WALTON AVE,0, ,36,180,6480,14,0
00721008,0,SEYMOUR AVE,10,Ohio City,25,122,3050,14,14
00721057,0,FULTON RD,10,Ohio City,34,101,3434,14,14
00721122,2950,W 32 ST,10,Ohio City,35,65,2340,14,14
00721123,3224,ERIN AVE,10,Ohio City,50,54,2700,14,14
00723017,2704,BARBER AVE,10,Ohio City,37,100,3700,14,14
00723023,3004,BARBER AVE,10,Ohio City,50,0,2400,14,14
00723024,3008,BARBER AVE,10,Ohio City,50,120,6000,14,14
00723026,3016,BARBER AVE,10,Ohio City,30,125,3750,14,14
00723041,2647,W 32 PL,0, ,46,127,6098,14,0
00723043,2657,W 32 PL,10,Ohio City,30,100,3000,14,14
00723045,0,JOY CT,10,Ohio City,30,58,1740,14,14
00723046,0,JOY CT,10,Ohio City,30,0,1740,14,14
00723047,0,JOY CT,10,Ohio City,40,0,2320,14,14
00723051,30,W 30 ST,10,Ohio City,75,0,12456,14,14
00723056,28,W 28 PL,10,Ohio City,29,135,4185,14,14
00723057,2634,W 28 PL,10,Ohio City,35,143,5005,14,14
00723059,2636,W 28 PL,10,Ohio City,27,145,3915,14,14
00723064,2714,QUEEN AVE,10,Ohio City,50,0,4712,14,14
00723074,2712,QUEEN AVE,0, ,52,0,3519,14,0
00723081,28,W 28 PL,10,Ohio City,40,74,2960,14,14
00723084,2644,27 PL,0, ,35,74,2590,14,0
00723124,0,BARBER AVE,10,Ohio City,35,70,2450,14,14
00723130,0,JOY CT,10,Ohio City,48,48,2178,14,14
00724116,3074,SEYMOUR AVE,0, ,50,58,2900,14,0
00724120,3019,BARBER CT,10,Ohio City,24,50,1200,14,14
00725035,2900,VEGA AVE,10,Ohio City,50,132,6600,14,14
00725077,0,WADE AVE,0, ,28,102,2856,14,0
00726012,0,SEYMOUR AVE,10,Ohio City,25,68,1675,14,14
00726013,0,SEYMOUR AVE,10,Ohio City,25,68,1700,14,14
00726014,3021,SEYMOUR AVE,10,Ohio City,50,66,3300,14,14
00726015,0,SEYMOUR AVE,10,Ohio City,50,77,3850,14,14
00726021,2960,W 30 ST,10,Ohio City,20,50,1000,14,14
00726049,0,ERIN AVE,10,Ohio City,50,55,2700,14,14
00726051,0,ERIN AVE,10,Ohio City,50,45,2250,14,14
00726095,3120,ERIN AVE,10,Ohio City,40,56,2240,14,14
00727055,2608,ERIN AVE,0, ,35,61,2135,14,0
00727060,0,SEYMOUR AVE,10,Ohio City,70,71,4970,14,14
00727061,2903,SEYMOUR AVE,10,Ohio City,30,72,2160,14,14
00728017,4113,CLARK AVE,11,Clark-Fulton,30,0,3960,14,14
00728025,4150,CYRIL AVE,11,Clark-Fulton,35,125,4375,14,14
00728064,4150,HYDE AVE,11,Clark-Fulton,35,125,4375,14,14
00728118,3152,W 43 ST,11,Clark-Fulton,35,125,4375,14,14
00729008,0,CLARK AVE,11,Clark-Fulton,40,0,5600,14,14
00729045,4016,HYDE AVE,11,Clark-Fulton,36,125,4500,14,14
00729110,3850,NEWARK AVE,11,Clark-Fulton,35,135,4725,14,14
00729119,0,NEWARK AVE,11,Clark-Fulton,35,125,4375,14,14
00730051,3706,HYDE AVE,11,Clark-Fulton,35,125,4375,14,14
00730129,3617,NEWARK AVE,11,Clark-Fulton,35,125,4375,14,14
00731090,3251,W 33 ST,11,Clark-Fulton,35,124,4340,14,14
00731092,3222,MEYER AVE,11,Clark-Fulton,45,67,3015,14,14
